Identifiant 0,Sexe 1,Nom1 2,Nom2 3,Prénom 4,Statut 5,Signature 6,co-auteurs CRH 7,co-auteurs extérieurs 8,Objet 9,Titre 10,Revue 11,Direction 12,livre collectif 13,ouvrage préfacé 14,Dédicataire 15,Dictionnaire 16,Date 17,Lieu 18,Éditeur 19,Collection 20,Série 21,Organisme 22,Langue 23,nombre de pages 24
4860,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,"Max Weber, l'économie, l'histoire","Annales. Histoire, Sciences Sociales",,,,,,1996,,,,,,français,
4861,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,3,,J.-M. David et W. Nippel,direction d'un livre collectif,Die späte römische Republik - La fin de la république romaine. Un débat franco-allemand d'histoire et d'historiographie,,,,,,,1996,Rome,Ecole Française de Rome,,,,allemand,
4862,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,3,,J.-M. David et W. Nippel,contribution dans un livre collectif,Zur Wirtschaftsgeschichte der römischen Republik in der deutschen Forschung,,"H.Bruhns, J.M.David et W.Nippel","Die späte römische Republik - La fin de la république romaine. Un débat franco-allemand d'histoire et d'historiographie,",,,,1996,Rome,Ecole française de Rome,,,,allemand,
4863,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,Max Weber et l'histoire de l'économie antique,"OPUS, International Journal for Social & Economic History of Antiquity",,,,,,1997,,,,,,français,
4864,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,article dans une revue,Diversité et cultures familiales,Regards cliniques,,,,,,1994,,,,,,français,24
4865,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,article dans une revue,Les rapports entre générations : un problème pour l'historien,Communications,,,,,,1994,,,,,,français,13
4866,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,article dans une revue,"Modèle scolaire, modèle culturel et caractère national : le cas français",La Revue Tocqueville,,,,,,1995,,,,,,français,19
4867,m,BURGUIÈRE,,André,Directeur d'études EHESS,4,"R.Chartier, A.Farge",G.Vigarello,article dans une revue,"L'oeuvre de Norbert Elias, son contenu, sa réception, table ronde avec R. Chartier, A. Farge, G. Vigarello","Cahiers Internationaux de sociologie,",,,,,,1997,,,,,,français,23
4868,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Louis Dumont',,J. Julliard et M. Winock,,,,Dictionnaire des intellectuels français,1997,,,,,,français,2
4869,m,BURGUIÈRE,,André,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Edgar Morin',,J. Julliard et M. Winock,,,,Dictionnaire des intellectuels français,1997,,,,,,français,2
4870,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,1,,,article dans des actes de colloque,Présentation de la prosopographie de l'armée romano-byzantine d'Egypte (260-642),,,Actes du XXe congrès international de papyrologie,,,,1994,Copenhague,,,,,français,9
4871,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,1,,,introduction,"Avant-propos. Il y a dix-sept siècles, la Tétrarchie …",Antiquité Tardive,,,,,,1994,,,,,,français,6
4872,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,1,,,article dans une revue,Dioclétien et la fiscalité,Antiquité Tardive,,,,,,1994,,,,,,français,32
4873,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Alexandrie',,Ph. Levillain,,,,Dictionnaire historique de la Papauté,1994,,,,,,français,5
4874,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,1,,,préface,Editorial,Antiquité Tardive,,,,,,1996,,,,,,français,
4875,m,CARRIÉ,,Jean-Michel,Directeur d'études EHESS,2,,R. Teja,article dans une revue,Une inscription de Cantabrie (?) : fiscalité tardive ou délimitation de parcellaire ?,Antiquité Tardive,,,,,,1996,,,,,,français,9
4876,f,GRINBERG,,Martine,Collaborateur technique CNRS,1,,,article dans des actes de colloque,Charivaris au Moyen âge et à la Renaissance. Condamnation des remariages ou rites d'inversion du temps?,,"J.Le Goff, J.C.Schmitt",Le charivari,,,,1981,La-Haye-Paris,Mouton-EHESS,,,,français,
4877,m,GOY,,Joseph,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Stratégies matrimoniales et transmission du patrimoine face à la législation révolutionnaire et au Code civil dans la société paysanne méridionale (1789-1804),,"N.Bulst, J.Goy et J.Hoock",Familie zwischen Tradition und Moderne,,,,1981,Göttingen,,,,,français,
4878,f,CERUTTI,,Simona,Maître de conférences EHESS,3,R. Descimon,M. Prak,introduction,Introduction et co-édition: Cittadinanze,"Quaderni Storici,",,,,,,1995,,,,,,italien,
4879,f,CERUTTI,,Simona,Maître de conférences EHESS,2,R. Descimon,M. Prak,direction d'un livre collectif,Cittadinanze,Quaderni Storici,,,,,,1995,,,,,,italien,
4880,f,CERUTTI,,Simona,Maître de conférences EHESS,1,,,article dans une revue,Giustizia e località a Torino in età moderna : una ricerca in corso,"Quaderni Storici,",,,,,,1995,,,,,,italien,42
4881,m,CHAPELOT,,Jean,Directeur de recherche CNRS,1,,,livre,"Le Château de Vincennes, une résidence royale au Moyen Age",,,,,,,1997,Paris,CNRS et Caisse nationale des monuments historiques et des sites,Patrimoine au présent,,,français,124
4882,m,CHAPELOT,,Jean,Directeur de recherche CNRS,4,O. Chapelot,"O. Blin, C. Carrierre-Desbois,",rapport,Le Manoir capétien de Vincennes. Rapport de fouille (Années 1992-1993),,,,,,,1994,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4883,m,CHAPELOT,,Jean,Directeur de recherche CNRS,2,,I. Cabillic,livre,Le Château de Vincennes,,,,,,,1994,Rennes/Paris,Editions Ouest-France/Caisse nationale des monuments historiques et des sites/Ministère de la Défense,,,,français,
4884,m,CHAPELOT,,Jean,Directeur de recherche CNRS,3,O. Chapelot,V. Hébrard,rapport,L'Enceinte du donjon de Vincennes : évolution du XIVe siècle à nos jours. L'aménagement des lieux et la couverture. Les matériaux de couverture en Ile-de-France. Etude préalable à la restauration des couvertures du chemin de ronde du donjon,,,,,,,1994,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4885,m,CHAPELOT,,Jean,Directeur de recherche CNRS,3,,"C. Carrierre-Desbois, et P. MacIntyre",rapport,Le Manoir médiéval de Vincennes. Rapport de fouille. III,,,,,,,1994,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4886,m,CHAPELOT,,Jean,Directeur de recherche CNRS,8,"O. Chapelot,","J. Bertrand, F. Boyer, S. Buttner, I. Cabillic,  B. Rieth et H. Tasman",rapport,Premier bilan de l'étude historique et architecturale du château de Vincennes,,,,,,,1995,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4887,m,CHAPELOT,,Jean,Directeur de recherche CNRS,2,,E. Rieth,livre,Navigation et milieu fluvial au XIe siècle. L'épave d'Orlac (Charente-Maritime),,,,,,,1997,,,,,,français,
4888,m,CHAPELOT,,Jean,Directeur de recherche CNRS,1,,,article dans une revue,"Le Château de Vincennes, un jalon, essentiel dans l'histoire de l'architecture fortifiée de la seconde moitié du XIV<Vvi>e</Vvi> siècle","Revue de la Société des amis du Musée de l'armée,",,,,,,1997,,,,,,français,10
4889,m,CHAPELOT,,Jean,Directeur de recherche CNRS,7,,"G. Alexandre, K. Berthier, S. Buttner, S. Jardin, V. Mataouchek et L. Vissière",rapport,"Sondages archéologiques dans le château de Vincennes : sondages au revers des voûtes des premier, second et troisième étages du donjon; sondages archéologiques dans les douves contre le pont de la tour du Village",,,,,,,1996,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4890,m,CHAPELOT,,Jean,Directeur de recherche CNRS,7,,"S. Büttner, C. Cammas, C. Carrierre-Desbois, R. Guillemin, P. MacIntyre et E. Marmet",rapport,Fouilles du manoir de Vincennes (1991-1996). Document final de synthès,,,,,,,1996,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4891,m,CHAPELOT,,Jean,Directeur de recherche CNRS,2,,E. Lalou,direction d'un livre collectif,Vincennes et la naissance de l'Etat moderne,,,,,,,1996,Paris,Presses de l'Ecole normale supérieure,,,,français,
4892,m,CHAPELOT,,Jean,Directeur de recherche CNRS,1,,,article dans une revue,Le château de Vincennes. Un grand programme architectural sous les quatre premiers Valois,"Les Dossiers de l'archéologie,",,,,,,1997,,,,,,français,10
4893,m,CHAPELOT,,Jean,Directeur de recherche CNRS,2,,H.S. Tasman,rapport,La Tour de latrines du donjon de Vincennes. Reconnaissance architecturale,,,,,,,1996,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4894,f,CHAPELOT,,Odette,Maître de conférences EHESS,4,J. Chapelot,"O. Blin, C. Carrierre-Desbois et",rapport,Le Manoir capétien de Vincennes. Rapport de fouille (Années 1992-1993),,,,,,,1994,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4895,f,CHAPELOT,,Odette,Maître de conférences EHESS,3,J. Chapelot,V. Hébrard,rapport,L'Enceinte du donjon de Vincennes : évolution du XIVe siècle à nos jours. L'aménagement des lieux et la couverture. Les matériaux de couverture en Ile-de-France. Etude préalable à la restauration des couvertures du chemin de ronde du donjon,,,,,,,1994,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4896,f,CHAPELOT,,Odette,Maître de conférences EHESS,8,"J. Chapelot,","J. Bertrand, F. Boyer, S. Buttner, I. Cabillic,  B. Rieth et H. Tasman",rapport,Premier bilan de l'étude historique et architecturale du château de Vincennes,,,,,,,1995,,,,,Equipe de recherche sur le château de Vincennes et la banlieue est,français,
4897,f,CHAPELOT,,Odette,Maître de conférences EHESS,1,,,article dans une revue,Quelques réflexions sur les chantiers de construction en France dans les derniers siècles du Moyen Age,"Les Dossiers de l'archéologie,",,,,,,1997,,,,,,français,8
4898,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,"The Order of Books. Readers, Authors, and Libraries in Europe between the Fourteenth and Eigteenth Centuries",,,,,,,1994,Cambridge/ Stanford,Polity Press/Stanford University Press,,,,anglais,126
4899,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,L'ordine dei libri,,,,,,,1994,Milan,Il Saggiatore,,,,italien,
4900,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,"A Ordem dos livros. Leitores, autores e bibliortecas na Europa entre os séculos XIV e XVIII",,,,,,,1994,Brasília,Editora Universidade de Brasília,,,,portugais,
4901,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,"El orden de los libros, Lectores, autores y bibliotecas en Europa entre los siglos XIV y XVIII",,,,,,,1994,Barcelona,Gedisa Editorial,,,,espagnol,
4902,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,Les Origines culturelles de la révolution française (en Janopais),,,,,,,1994,Tokyo,Iwanami Shoten,,,,japonais,
4903,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,Lecturas y lectores en la Francia del Antiguo Régimen,,,,,,,1994,México,Instituto Mora,,,,espagnol,
4904,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,"L'Histoire aujourd'hui : doutes, défis, propositions",,,,,,,1994,Valence,Université de Valence,,,,français,24
4905,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Culture populaire. Retour sur un concept historiographique,,,,,,,1994,Valence,Université de Valence,,,,français,19
4906,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"George Dandin, ou le social en représentation","Annales. Histoire, Sciences Sociales",,,,,,1994,,,,,,français,33
4907,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Pouvoirs et limites de la représentation. Sur l'oeuvre de Louis Marin,"Annales. Histoire, Sciences Sociales,",,,,,,1994,,,,,,français,12
4908,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,L'homme de lettres,Synthesis. Bulletin du Comité National Roumain de Littérature Comparée de l'Institut d'Histoire et de Théorie Littéraire G. Calinescu de l'Académie Roumaine,,,,,,1994,,,,,,français,18
4909,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,L'histoire entre récit et connaissance,MLN,,,,,,1994,,,,,,français,18
4910,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"A historia hoje : dúvidas, desafios, propostas",Estudios Históricos,,,,,,1994,,,,,,espagnol,17
4911,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,"L'histoire aujourd'hui : doutes, défis, propositions","Shiso, revue des sciences de l'homme",,,,,,1994,,,,,,français,18
4912,m,EMPTOZ,,Gérard,membre associé au CRH,1,,,article dans des actes de colloque,Les premières tentatives d'essais comparatifs de turbines hydrauliques réalisées en France,,,Actes du XVIe  International ICOHTEC Symposium,,,,1988,Madrid,MOPU,,,,français,
4913,f,PIPONNIER,,Françoise,Maître assistant EHESS,1,,,contribution dans un livre collectif,Une maison villageoise au XIVe siècle : le mobilier,,?,Rotterdam Papers II,,,,1975,Rotterdam,,,,,français,21
4914,m,NORDMAN,,Daniel,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Droits historiques et construction géographique de l'espace français au XVIIe siècle,,"N. Bulst, R. Descimon et A. Guerreau",L'Etat ou le roi. Les fondations de la modernité monarchique en France (XIVe-XVIIe siècles),,,,1996,Paris,MSH,,,,français,11
4915,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Dalla storia del libro alla storia della lettura : la prospettiva francese,Archivio Storico Italiano,,,,,,1994,,,,,,italien,38
4916,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Dal codex al schermo,La Rivista dei libri,,,,,,1994,,,,,,italien,3
4917,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Do código ao monitor : A trajetória do escrito,Estudios Avançados,,,,,,1994,,,,,,portugais,15
4918,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,A kodestöl a képernyöig. As irott szo röpalyaja,"Budapesti Könyvszelme Buksz,",,,,,,1994,,,,,,hongrois,7
4919,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,édition de texte,présentation,,,,"Mémoires sur la librairie, Mémoires sur la liberté de la presse",Malesherbes,,1994,Paris,Imprimerie nationale,,,,français,47
4920,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,édition de texte,avant-propos: Le sport ou la libération contrôlée des émotions,,,,Sport et civilisation. La violence maîtrisée,Norbert Elias,,1994,Paris,Fayard,,,,français,18
4921,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,L'histoire culturelle aujourd'hui. Entretien avec Roger Chartier,Genèses,,,,,,1994,,,,,,français,15
4922,m,CHARTIER,,Roger,Directeur d'études EHESS,2,,K. Michael Baker,article dans une revue,Dialogue sur l'espace public,Politix,,,,,,1994,,,,,,français,18
4923,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,article dans une revue,Historia y práticas culturales. Entrevista a Roger Chartier,Entrepasados,,,,,,1994,,,,,,espagnol,16
4924,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,"Forms and Meanings. Texts, Performances, and Audiences from Codex to Computer",,,,,,,1995,Philadelphie,University of Pennsylvania Press,,,,anglais,
4925,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,Sociedad y escritura en la Edad moderna. La cultura como apropiacíon,,,,,,,1995,México,Instituto Mora,,,,espagnol,
4926,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,"Böckernas ordning. Läsare, författare och bibliotek i Europa mellan 1300-tal och 1700-tal",,,,,,,1995,Göteborg,Anamma,,,,suédois,
4927,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,réédition d'un livre,Die kulturellen Ursprünge der Franzözischen Revolution,,,,,,,1995,Francfort-sur-le Main,Campus,,,,allemand,
4928,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,livre,"Espacio público, crítica y desacralización en el siglo XVIII. Los",,,,,,,1995,Barcelone,Editorial Gedisa,,,,espagnol,
4929,m,CHARTIER,,Roger,Directeur d'études EHESS,2,,G. Cavallo,direction d'un livre collectif,Storia della lettura nel mondo Occidentale,,,,,,,1995,Rome,Editori Laterza,,,,italien,
4930,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,direction d'un livre collectif,Histoires de la lecture. Un bilan des recherches,,,,,,,1995,Paris,IMEC Editions et Editions de la Maison des Sciences de l'Homme,,,,français,
4931,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,introduction,présentation,,R.Chartier,Histoires de la lecture. Un bilan des recherches,,,,1995,Paris,MSH,,,,français,6
4932,m,CHARTIER,,Roger,Directeur d'études EHESS,3,P. Ariès,G. Duby,direction d'un livre collectif,"Istoria vietii private, Vol. V et VI, De la Renastere la Epoca luminilor",,,,,,,1995,Bucarest,Editura Meridiane,,,,roumain,
4933,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,El hombre de letras,,M. Vovelle,El Hombre de la Ilustracion,,,,1995,Madrid,Alianza Editorial,,,,espagnol,45
4934,f,CHAPELOT,,Odette,Maître de conférences EHESS,1,,,article dans des actes de colloque,"Tuiliers bourguignons aux XIVe-XVe siècles, aspects socio-économiques de la production",,"J.Chapelot, H.Galinié, J.Pilet-Lemière","Actes du Ier Congrès International d'Archéologie Médiévale La Céramique (Ve-XIXe). Fabrication, commercialisation, utilisation, Paris 1985",,,,1987,Caen,,,,,français,10
4935,m,NORDMAN,,Daniel,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,"Délimitation, Etat et société dans le nord de la France (XVIIe et XVIIIe siècles)",,?,Grenzen und Raumvorstellungen (11.-20. Jh.). Frontières et conceptions de l'espace (11e-20e siècles),,,,1996,Zurich,Chronos Verlag,,,,français,17
4936,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Een leesrevolutie ? Afzetmarkten van het boek en leesgedrag in Frankrijk in de achttiende eeuw,,"T. Bijvoet, P. Koopman, L. Kuitert et G. Verhoeven",Bladeren in andermans hoofd. Over lezers en leescultur,,,,1996,Nimègue,SUN,,,,hollandais,25
4937,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,The Saint-Malo-Geneva Line,,P. Nora,Realms of Memory. The Construction of the French Past,,,,1996,New York,Columbia University Press,,,,anglais,31
